Article Title,Preview Text,Summary,URL
MSS Releases Inaugural Annual Climate Assessment Report For Singapore And Launches Mobile Weather APP ‘WEATHER@SG’,"2015 was the warmest and second driest year on record

Singapore, 22 March 2016 –The Meteorological Service Singapore (MSS) has today released its inaugural Annual Climate Assessment Report and launched its weather mobile application, ‘Weather@SG’, both in conjunction with World Meteorological Day (WMD) 2016. WMD is annually observed around the world on 23 March, and this year, the theme for WMD 2016 is “Hotter, drier, wetter. Face the Future” to illustrate the reality of climate change and to highlight that, without urgent action to cut emissions, the trend of increasing temperatures and the frequency and intensity of extreme events will accelerate.

Annual Climate Assessment Report 2015

2 MSS’ Annual Climate Assessment Report will be an annual publication available online at MSS’ website at https://www.weather.gov.sg, and serves to provide relevant and useful weather and climate information, and a perspective of the current climate of Singapore with that of historical records. The 2015 report provides details of the climate trends for Singapore, including climatic features and notable weather events that affected Singapore in 2015.

2015 as warmest year on record

3 When the world experienced its hottest year in 2015[1], Singapore similarly recorded one of its warmest years in history. 2015, together with 1997 and 1998 saw annual mean temperatures of 28.3 degrees Celsius, exceeding the climatological average by 0.8 degrees Celsius. In fact, eight of Singapore’s 10 warmest years have occurred in the current 21st century. In years to come, there are indications of the daily mean temperatures increasing further, and the climatologically drier periods becoming drier and the wetter periods becoming wetter. Refer to Annex A for the table of 10 warmest years based on records at MSS’ climate station.

4 In 2015 Singapore also saw warmer than normal monthly temperatures for all months except February. New monthly records were set last year with the warmest months being July, October, November and December, the highest since Singapore’s temperature records began in 1929.

5 The warming trend in Singapore has been observed over a number of decades. The average rise of 0.25 degrees Celcius per decade from 1948 to 2015 is higher than the global warming rate of 0.12 degrees Celcius for a similar period (1951 – 2012). This trend is observed to be accompanied by an increase in the number of warm days (days with temperature above 34.1 degrees Celcius) and warm nights in Singapore, occurring against a background of year-to-year climate variability, mostly associated with El Niño and La Niña events.

2015 as second driest year on record

6 With only 1,266.8mm of rainfall recorded last year, 2015 was the second driest year, with 1997 being the driest year. The drier weather in the second half of 2015 was exacerbated by the prevailing El Niño, which in turn contributed to one of the longest and most severe transboundary haze events experienced in Singapore. Refer to Annex A for the table of 10 driest years based on records at MSS’ climate station.

El Niño Outlook for 2016

7 The prevailing strong El Niño, which developed in mid-2015 and peaked in December 2015, is gradually weakening, and is forecast to weaken further as it transitions to neutral (neither El Niño nor La Niña) conditions around mid-2016. Latest projections from major international climate centres indicate that there is equal likelihood for neutral conditions to perisist or for La Niña to develop in the later part of 2016. Over the next one or two months, warmer conditions can still be expected with the mean monthly temperatures likely to be significantly higher than their respective long-term averages. More warm days with daily maximum temperatures between 33 and 35 degrees Celsius can be expected.

Weather@SG Weather Application

8 With indications that hotter, drier and wetter weather conditions could become more frequent in Singapore, timely weather information will become increasingly important. To facilitate a convenient means to check Singapore’s official weather forecasts and observations wherever you are, MSS has also launched its free weather mobile application, ‘Weather@SG’ today. The ‘Weather@SG’ mobile application can be downloaded from both the Apple App Store and the Android Play Store.

9 The ‘Weather@SG’ mobile application provides users with access to the latest national forecasts, observations as well as warnings and advisories. Through the ‘Weather@SG’ application, mobile phone users can receive push notifications of heavy rain warnings and other hazards. The weather mobile application has features to detect a user’s location and automatically display the 2-hour Nowcast and the current weather conditions such as temperature, rain amount and wind information. In addition, graphical temperature and rainfall trends for the past 12 hours are available. Users will also be able to view the rain areas over the island and up to 240km away. Please refer to Annex B for screenshots of the ‘Weather@SG’ mobile application.

[1] As per media release issued by World Meteorological Organisation (WMO) Media Centre on 25 January 2016 (https://www.wmo.int/media/content/2015-hottest-year-record)

– End –

ANNEX A

Table of Records for the Top 10 Warmest and Driest Years in Singapore

The table below details the top 10 warmest annual mean temperatures as well as top 10 driest years for Singapore. The climatological (1981-2010) average for Singapore is 27.50C for annual mean temperature and 2165.9 mm for annual rainfall.

<tdstyle=”width: 198px;”>27.919711613.5

Top 10 Warmest Year Top 10 Driest Years Year Annual Mean Temp (0C) Year Annual Rainfall (mm) 2015 28.3 1997 1118.9 1998 28.3 2015 1266.8 1997 28.3 1985 1483.9 2010 28.1 1990 1523.8 2002 28.1 2014 1538.4 2005 28.0 1981 1555.8 2014 27.9 1960 1569.6 2009 27.9 1888 1605.0 2004 2003 27.8 1877 1654.0

Table 1: Top 10 Warmest and Driest years on record (based on climate station)

ANNEX B

Screen Shots of ‘Weather@SG’ Mobile Application

The screen shots below highglights some of the key feature of the Weather@SG’ Mobile Application.

Receive warnings of heavy rain and other hazards Get the 2-hour nowcast and latest observations of your current and favourite locations Access current rain areas Get the weather forecast for the next 24 hours, and see what’s in store for the next few days

[1] As per media release issued by World Meteorological Organisation (WMO) Media Centre on 25 January 2016 (https://www.wmo.int/media/content/2015-hottest-year-record)",The article discusses the 2015 record-high temperatures for both Singapore and the globe. It also reveals that 2015 was the warmest year on record for Singapore and one of the hottest years in history globally. The article also notes that Singapore's weather is impacted by climate change and that the country is taking steps to address this issue by releasing its first weather application for mobile devices.,https://www.weather.gov.sg/mss-releases-inaugural-annual-climate-assessment-report-for-singapore-and-launches-mobile-weather-app/
MSS Releases Review Of 2017’s Weather And Climate For Singapore,"2017 is the warmest year on record not influenced by an El Niño event

Singapore, 11 January 2018 – A review of the weather and climate in 2017 was released today by the Meteorological Service Singapore (MSS). It summarises the main climatic features and notable weather events that affected Singapore and is a prelude to the comprehensive Annual Climate Assessment Report which will be released on World Meteorological Day in March 2018. The review is available on MSS’ website at https://www.weather.gov.sg (refer to Annex A for an infographic on Singapore’s Climate in 2017).

2 2017 is the warmest year on record that was not influenced by an El Niño event, indicative of the long-term temperature rise that Singapore has been experiencing due to factors such as global warming and urbanisation. After two successive record warm years in 2015 and 2016, the 2017 mean annual temperature at 27.7°C has returned to a level closer to the 1981-2010 long-term average. This is still 0.2°C warmer than the long-term average and the joint 12th warmest year on record since Singapore temperature records started in 1929.

Neutral El Niño Southern Oscillation

3 The El Niño Southern Oscillation[1] (ENSO), a naturally occurring phenomena and a major contributor to year-to-year rainfall and temperature variations over Singapore and Southeast Asia, was neutral throughout 2017 (except in November and December where it reached borderline La Niña values). Given the influence ENSO can have on temperatures, it is not surprising that following 2015’s large El Niño event which contributed to 2015 and 2016 being successive record warm years, no temperature record was broken in 2017.

4 There was a mixture of above and below normal level rainfall for the individual months in 2017, but overall the annual total rainfall was close to normal. This is more likely to be observed during a largely neutral ENSO year. The annual total rainfall of 2,045.6mm recorded was around 6 per cent below the long-term average of 2,165.9mm.

Notable weather events in 2017

5 While 2017 was not an El Niño year, some very warm days were experienced in certain months. October 2017 in particular was warm, with temperatures soaring to above 35°C on some days. Based on the Changi climate station, the hottest day in 2017 was on 18 October 2017 with a high of 34.6°C. The normally cool months of January and December also saw warmer than usual temperatures on some days.

6 Heavy rains from intense thunderstorms caused several incidents of flash floods during the year. There were also occasional incidents of fallen trees and branches due to strong wind gusts from Sumatra squalls, and there was a high frequency of these squalls in 2017. On 18 June 2017, a waterspout associated with thunderstorm clouds was observed off Singapore’s southern coast.

7 Northeast Monsoon rains contributed to a wet February and December in 2017. The 15 rain days recorded in February 2017 was almost twice the long-term average for February, a normally dry month. The year ended on a wet note as the island experienced widespread intermittent rain from a monsoon surge and a nearby vortex in the South China Sea. High rainfall on the last two days of December 2017 raised the month’s total rainfall to 371.2mm (17 per cent above the long-term average), making December the wettest month of 2017.

[1] El Niño Southern Oscillation (ENSO) is a recurring climate pattern caused by interactions between the atmosphere and the ocean in the tropical Pacific. During El Niño, the central-eastern equatorial Pacific Ocean is warmer than usual, leading to drier and warmer conditions especially during the June to October period over Southeast Asia. During La Niña, the central-eastern equatorial Pacific is cooler than average and the atmosphere over the Southeast Asia region is typically wetter than average. El Niño or La Niña events occur on average once every three to five years.

~~ End ~~

For more information, please contact us at 1800-CALL NEA (1800-2255 632) or submit your enquiries electronically via the Online Feedback Form or myENV mobile application.

Annex A","The article reveals that 2017 was the warmest year on record, not influenced by El Niño. It indicates a long-term temperature rise in Singapore due to global warming and urbanization. The El Niño Southern Oscillation (ENSO) was neutral in 2017, except for November and December which had some influence.",https://www.weather.gov.sg/mss-releases-review-of-2017s-weather-and-climate-for-singapore/
NOAA Ocean Acidification Program,"People are already seeing the impacts of ocean acidification on marine life and ecosystems they depend on. NOAA’s Ocean Acidification Program better prepares society to respond to ocean, coastal and Great Lakes acidification by fostering research and through partnerships.

Read More about Ocean Acidification","The article discusses how ocean acidification is already impacting marine life and ecosystems, and the need for better awareness and research to help communities adapt and respond to these changing conditions. The program aims to foster research and partnerships to address ocean acidification challenges.",https://oceanacidification.noaa.gov/
News,"Discover how the Singapore Energy Story sets the vision towards a net-zero energy future.

Gain insights into the four switches that power Singapore’s economy and our daily lives.","The Singapore Energy Story aims to be a leading example for net-zero energy future ambitions. The article explores four key switches that support Singapore's energy goals: efficient public transportation, sustainable buildings, green economy, and smart grids. These switches will transform the green ideas into an energy model that balances economic growth with environmental responsibility.",https://www.ema.gov.sg/news-events/news?id=media-releases/our-energy-story/energy-supply/regional-power-grids
Sphera 2023 Sustainability Report,"By Product Line

Meet your sustainability and safety management goals through our software solutions.

Product Stewardship Our award-winning Product Stewardship software is more than just a database. It is a global team of regulatory content and data experts with a profound understanding of your industry and a relentless dedication to ensuring your data is accurate and available. Life Cycle Assessment

Chemical Management Software

Hazardous Material Management

Product Compliance Software","The article offers insights into how businesses manage sustainability, product stewardship, chemical management, and product compliance. It highlights the core focus on software solutions that help manage hazardous materials, product compliance, and providing accurate data for safety-driven goals.",https://sphera.com/resources/report/sphera-2023-sustainability-report/
Rest of world emissions,"Published under a CC license. You are welcome to reproduce unadapted material in full for non-commercial use, credited ‘Carbon Brief’ with a link to the article. Please contact us for commercial use.","The article explores how the energy transition will lead to a lithium super-cycle, where lithium supply will need to rapidly increase to cover growing EV demand. It also highlights how critical materials and batteries are developed with to meet sustainability and cost targets for a cleaner energy future.",https://www.carbonbrief.org/energy/emissions/rest-of-world-emissions/
Rest of world policy,"On 3 November, US voters will decide whether to keep Donald Trump in the White House for another four years or replace him with Joe Biden. The res... Read More",The article is discussing the upcoming presidential election results where Joe Biden is expected to potentially win and become the next US President. The election results will be a important decision that will impact various issues and policies in the country.,https://www.carbonbrief.org/category/policy/rest-of-world-policy/
Second National Climate Change Study Findings Released,"Study results consistent with 5th Assessment Report in projecting global sea-level rise, higher temperatures and more extreme rainfall in the region

Singapore, 15 April 2015 – Meteorological Service Singapore’s (MSS) Centre for Climate Research Singapore (CCRS) has released the findings for Phase 1 of the Second National Climate Change Study at a meeting of the Climate Science Experts Network[1]. The outcomes of the new Singapore study are consistent with those of the Inter-governmental Panel on Climate Change (IPCC) 5th Assessment Report (AR5) which projects sea level rises globally, as well as higher temperatures and more extreme rainfall for Singapore and the surrounding region. The details are outlined in paragraphs 5-11 below.

Background of Phase 1 of the 2nd National Climate Change Study

2Under the auspices of the Inter-Ministerial Committee on Climate Change (IMCCC), the National Environment Agency (NEA) in collaboration with the Met Office Hadley Centre in the United Kingdom commissioned Phase 1 of the 2nd National Climate Change Study, which aimed to provide projections of changes in the main climate variables of interest to Singapore. The key highlight of this report was the use of high resolution climate models to project regional climate and sea level changes with finer spatial detail for the 21st century over the region, centred on Singapore. The study was completed early this year.

3Phase 2 of the study, which started in end 2014, is making use of the projections from Phase 1 to examine the climate change impacts on areas such as water resources and drainage, biodiversity and greenery, network infrastructure and building infrastructure. This in turn will guide Government agencies in their planning and will serve to shape Singapore’s climate change resilience plans. Key findings from Phase 2 can be expected by end 2015.

4Phase 1 of the study makes use of the same global climate model projections that contributed to many of the findings of the physical science component of the AR5 published in 2013 (Please refer to Annex A for details of the IPCC, working groups and the assessment reports). A carefully chosen sub-set of the models for two future trajectories of greenhouse gas concentrations in the atmosphere was downscaled to a higher resolution of 12 km for the Southeast Asian region. The first trajectory (RCP8.5)[2] is related to a ‘business as usual’ scenario in which we continue to use fossil fuels with no mitigation and thus results in very high greenhouse gas emissions that continue to increase throughout the 21st century. The second trajectory (RCP4.5) assumes future action to control emissions, which peaks in mid-century and then declines. The results from the downscaled projections with these two scenarios are the basis for the study’s findings[3].

Findings on Temperature

5For the period of 2070 – 2099 (relative to 1980-2009), the study projects that average surface temperatures across Singapore will increase by 1.4°C – 2.7°C under the RCP4.5 greenhouse gas trajectory and by 2.9°C – 4.6°C for RCP8.5.

6The findings imply that the unusually warm temperatures Singapore encounters occasionally could become the norm in the future and that days with ‘record’ temperatures above those experienced historically will become more frequent. Due to the high levels of humidity in Singapore, these projected rises in temperature will lead to increasing thermal discomfort and heat stress for those working outdoors.

7The high levels of temperature increase under the RCP8.5 scenario will be realised only if there is no global mitigation action to reduce greenhouse emissions.

Findings on Rainfall

8The projections from most models show an increasing trend, particularly during the wetter season, in the intensity and frequency of heavy rainfall events over Singapore.

9For seasonal average rainfall, the contrast between the wetter and drier months is projected to become more pronounced, especially for the RCP8.5 trajectory and by the end of the century. The study projects an upward trend in seasonal mean rainfall during the wet season of November to January, as well as greater dryness during months that are already relatively drier in the current climate (February and June to September).

Findings on Sea Level

10For the period of 2070 – 2099 (relative to 1980-2009), the study projects a mean sea level rise of 0.25m – 0.60m under the RCP4.5 greenhouse gas trajectory and 0.35m – 0.76m for RCP8.5. Under the ‘high-emissions’ RCP8.5 greenhouse gas trajectory, the study projects a total rise of 0.45m – 1.02m by the year 2100.

11The study projects no consistent future changes in the amplitude of extreme sea level events, such as as wind driven coastal storm surges and high waves. These events will, however, occur against a backdrop of increased mean sea levels.

Staying Resilient In The Face Of Climate Change

12The effects of climate change operate in the long term, but the Government is taking a proactive approach to address its potential impact. The Inter-Ministerial Committee on Climate Change (IMCCC) was established in 2007 to enhance Whole-of-Government coordination on climate change policies. The Resilience Working Group (RWG), an inter-agency platform under the IMCCC, studies Singapore’s vulnerability to the effects of climate change and recommends long-term plans that ensure the nation’s adaptation to future environmental changes. The findings from this study will provide the basis by which we continually develop long-term infrastructure adaptation plans to appropriately address the effects of climate change on Singapore’s physical environment. The Government has also set aside at least $50 million for climate resilience related studies to support Singapore’s adaptation planning efforts.

Report on Phase 1 of the Second National Climate Change Study

13A Stakeholder Report which provides a summary of the study’s methodologies and findings is now available on the CCRS website (https://ccrs.weather.gov.sg/index/). The Report is intended for those who will be actively engaged in the use of the projections for impact studies and adaptation planning.","The article discusses the key findings of Phase 1 of Singapore's Second National Climate Change Study. It reveals consistent results with the IPCC AR5 report, which projects global sea-level rise, higher temperatures, and extreme rainfall for Singapore and its surroundings. The study uses high-resolution models to project regional climate changes with a focus on Singapore.",https://www.weather.gov.sg/second-national-climate-change-study-findings-released/
@drsimevans.carbonbrief.org on Bluesky,"JavaScript Required

This is a heavily interactive web application, and JavaScript is required. Simple HTML interfaces are possible, but that is not what this is.

Learn more about Bluesky at bsky.social and atproto.com.","The article is about JavaScript and web development. It highlights that JavaScript is needed to access certain features and functionalities, and the importance of the company Bluesky's focus on developing and providing innovative solutions through JavaScript and web technologies.",https://bsky.app/profile/did:plc:wfuybzxgaqfpzfn242rvexzb?ref_src=embed
State of the climate,"With a new year underway, most of the climate data for the whole of 2022 is now available. And this data shows that last year set new records for ind... Read More","The 2022 climate data reveals a new temperature record and increased carbon emission. It shows that the Read trend of rising temperatures and fossil fuel emissions continue, which is cause for concern.",https://www.carbonbrief.org/category/in-focus/state-of-the-climate/
"PUB, Singapore’s National Water Agency","We have moved!

You may like to browse for information via our home page or pose your questions to Ask Wally at the bottom right of the page.","The article discusses how ESG (Environmental, Social, and Governance) factors are now front and center for investors, who recognize their long-term value and the potential risks of missing them. The focus is on responsible business practices, workforce equity, customer relationships, and innovation and efficiency.",https://www.pub.gov.sg/Resources/Publications/Public/WaterLoop/Sustainability
Svalbard: Can scientists salvage climate data from rapidly melting glaciers?,"On a speedboat in the Arctic Ocean, a team of scientists are hurtling towards a glacier known as Blomstrandbreen, an 18-km-long river of blue and grey ice.

Blombstrandbreen sits on top of Svalbard, an island located at 79 degrees north in the Arctic Ocean.

The terminus of the glacier directly faces the sea – and, to get close, the boat must navigate car-sized chunks of ice that have recently calved off the glacier.

As the boat slows down, the whirr of its engine is replaced by the sound of these chunks of glacier ice rapidly melting – similar to a chorus of dripping taps.

Accompanying this is a strange cracking and popping sound, resembling popcorn in a microwave.

“That sound is the air bubbles in the ice escaping as it melts,” explains Dorothea Moser, an ice core scientist at the British Antarctic Survey. “The air is probably nearly 200 years old. It’s from the Victorian times.”

The air bubbles trapped within glacial ice tell a story of Earth’s history.

The composition of gases contained within each bubble can help to inform scientists about the levels of carbon dioxide (CO2) in the atmosphere at the time when the ice was formed.

Researchers study the unique historical records contained within glaciers by drilling and removing ice cores.

However, such information is at risk of being lost as glacial ice rapidly melts because of climate change.

Moser is part of a team of researchers that is racing to investigate the extent to which climate change is affecting records stored within glacial ice – and if there is any way to salvage this information once melting has taken its toll.

To hear more about Moser’s work at the UK’s Arctic Research Station, watch Carbon Brief’s recording of a webinar broadcast live from Ny-Ålesund in 2024.","The article is discussing the sounds glaciers make as they melt, and how scientists are studying the unique sounds and air bubbles trapped in glaciers. The sounds are like to tell a history of climate change and the carbon dioxide levels in the atmosphere at the time the ice was formed.",https://www.carbonbrief.org/svalbard-can-scientists-salvage-climate-data-from-rapidly-melting-glaciers/
